title,summary,published,authors,processed_summary
Neural Network Symmetrisation in Concrete Settings,"Cornish (2024) recently gave a general theory of neural network
symmetrisation in the abstract context of Markov categories. We give a
high-level overview of these results, and their concrete implications for the
symmetrisation of deterministic functions and of Markov kernels.",2024-12-12 17:16:41+00:00,['Rob Cornish'],cornish recently give general theory neural network symmetrisation abstract context markov category high level overview result concrete implication symmetrisation deterministic function markov kernel
STORM: A Spatio-Temporal Factor Model Based on Dual Vector Quantized Variational Autoencoders for Financial Trading,"In financial trading, factor models are widely used to price assets and
capture excess returns from mispricing. Recently, we have witnessed the rise of
variational autoencoder-based latent factor models, which learn latent factors
self-adaptively. While these models focus on modeling overall market
conditions, they often fail to effectively capture the temporal patterns of
individual stocks. Additionally, representing multiple factors as single values
simplifies the model but limits its ability to capture complex relationships
and dependencies. As a result, the learned factors are of low quality and lack
diversity, reducing their effectiveness and robustness across different trading
periods. To address these issues, we propose a Spatio-Temporal factOR Model
based on dual vector quantized variational autoencoders, named STORM, which
extracts features of stocks from temporal and spatial perspectives, then fuses
and aligns these features at the fine-grained and semantic level, and
represents the factors as multi-dimensional embeddings. The discrete codebooks
cluster similar factor embeddings, ensuring orthogonality and diversity, which
helps distinguish between different factors and enables factor selection in
financial trading. To show the performance of the proposed factor model, we
apply it to two downstream experiments: portfolio management on two stock
datasets and individual trading tasks on six specific stocks. The extensive
experiments demonstrate STORM's flexibility in adapting to downstream tasks and
superior performance over baseline models.",2024-12-12 17:15:49+00:00,"['Yilei Zhao', 'Wentao Zhang', 'Tingran Yang', 'Yong Jiang', 'Fei Huang', 'Wei Yang Bryan Lim']",financial trading factor model widely price asset capture excess return misprice recently witness rise variational autoencoder base latent factor model learn latent factor self adaptively model focus model overall market condition fail effectively capture temporal pattern individual stock additionally represent multiple factor single value simplify model limit ability capture complex relationship dependency result learn factor low quality lack diversity reduce effectiveness robustness different trading period address issue propose spatio temporal factor model base dual vector quantize variational autoencoder name storm extract feature stock temporal spatial perspective fuse align feature fine grain semantic level represent factor multi dimensional embedding discrete codebook cluster similar factor embedding ensure orthogonality diversity helps distinguish different factor enable factor selection financial trading performance propose factor model apply downstream experiment portfolio management stock dataset individual trading task specific stock extensive experiment demonstrate storm flexibility adapt downstream task superior performance baseline model
Distributional Reinforcement Learning based Integrated Decision Making and Control for Autonomous Surface Vehicles,"With the growing demands for Autonomous Surface Vehicles (ASVs) in recent
years, the number of ASVs being deployed for various maritime missions is
expected to increase rapidly in the near future. However, it is still
challenging for ASVs to perform sensor-based autonomous navigation in
obstacle-filled and congested waterways, where perception errors, closely
gathered vehicles and limited maneuvering space near buoys may cause
difficulties in following the Convention on the International Regulations for
Preventing Collisions at Sea (COLREGs). To address these issues, we propose a
novel Distributional Reinforcement Learning based navigation system that can
work with onboard LiDAR and odometry sensors to generate arbitrary thrust
commands in continuous action space. Comprehensive evaluations of the proposed
system in high-fidelity Gazebo simulations show its ability to decide whether
to follow COLREGs or take other beneficial actions based on the scenarios
encountered, offering superior performance in navigation safety and efficiency
compared to systems using state-of-the-art Distributional RL,
non-Distributional RL and classical methods.",2024-12-12 17:15:22+00:00,"['Xi Lin', 'Paul Szenher', 'Yewei Huang', 'Brendan Englot']",grow demand autonomous surface vehicles asvs recent year number asv deploy maritime mission expect increase rapidly near future challenge asv perform sensor base autonomous navigation obstacle fill congested waterway perception error closely gather vehicle limited maneuver space near buoy cause difficulty follow convention international regulations prevent collision sea colreg address issue propose novel distributional reinforcement learning base navigation system work onboard lidar odometry sensor generate arbitrary thrust command continuous action space comprehensive evaluation propose system high fidelity gazebo simulation ability decide follow colreg beneficial action base scenario encounter offer superior performance navigation safety efficiency compare system state art distributional rl non distributional rl classical method
OFTSR: One-Step Flow for Image Super-Resolution with Tunable Fidelity-Realism Trade-offs,"Recent advances in diffusion and flow-based generative models have
demonstrated remarkable success in image restoration tasks, achieving superior
perceptual quality compared to traditional deep learning approaches. However,
these methods either require numerous sampling steps to generate high-quality
images, resulting in significant computational overhead, or rely on model
distillation, which usually imposes a fixed fidelity-realism trade-off and thus
lacks flexibility. In this paper, we introduce OFTSR, a novel flow-based
framework for one-step image super-resolution that can produce outputs with
tunable levels of fidelity and realism. Our approach first trains a conditional
flow-based super-resolution model to serve as a teacher model. We then distill
this teacher model by applying a specialized constraint. Specifically, we force
the predictions from our one-step student model for same input to lie on the
same sampling ODE trajectory of the teacher model. This alignment ensures that
the student model's single-step predictions from initial states match the
teacher's predictions from a closer intermediate state. Through extensive
experiments on challenging datasets including FFHQ (256$\times$256), DIV2K, and
ImageNet (256$\times$256), we demonstrate that OFTSR achieves state-of-the-art
performance for one-step image super-resolution, while having the ability to
flexibly tune the fidelity-realism trade-off. Code and pre-trained models are
available at https://github.com/yuanzhi-zhu/OFTSR and
https://huggingface.co/Yuanzhi/OFTSR, respectively.",2024-12-12 17:14:58+00:00,"['Yuanzhi Zhu', 'Ruiqing Wang', 'Shilin Lu', 'Junnan Li', 'Hanshu Yan', 'Kai Zhang']",recent advance diffusion flow base generative model demonstrate remarkable success image restoration task achieve superior perceptual quality compare traditional deep learning approach method require numerous sample step generate high quality image result significant computational overhead rely model distillation usually impose fix fidelity realism trade lack flexibility paper introduce oftsr novel flow base framework step image super resolution produce output tunable level fidelity realism approach train conditional flow base super resolution model serve teacher model distill teacher model apply specialized constraint specifically force prediction step student model input lie sampling ode trajectory teacher model alignment ensure student model single step prediction initial state match teacher prediction close intermediate state extensive experiment challenge dataset include ffhq k imagenet demonstrate oftsr achieve state art performance step image super resolution have ability flexibly tune fidelity realism trade code pre train model available respectively
Constraints on Pre-Big-Bang Cosmology from Advanced LIGO and Advanced Virgo's First Three Observing Runs,"We search for the stochastic gravitational-wave background (SGWB) predicted
by pre-big-bang (PBB) cosmology using data from the first three observing runs
of Advanced LIGO and Advanced Virgo. PBB cosmology proposes an alternative to
cosmic inflation where the Universe evolves from a weak-coupling, low-curvature
state to the hot Big Bang through a high-curvature bounce phase, predicting a
distinctive SGWB spectrum. We perform a Bayesian analysis of the
cross-correlation data to constrain the model parameters characterizing the PBB
spectrum. We find no evidence for a PBB-induced SGWB, with a Bayes factor of
$0.03$ between the PBB and noise-only model, strongly favoring the noise-only
hypothesis. Our analysis establishes a lower bound $\beta \gtrsim -0.19$ at
$95\%$ confidence level, which is compatible with the theoretical requirement
$\beta \geq 0$ for a smooth bounce transition. While we do not detect a signal,
our constraints remain consistent with the basic theoretical framework of PBB
cosmology, demonstrating the potential of gravitational-wave observations to
test early Universe theories.",2024-12-12 17:12:56+00:00,"['Qin Tan', 'Zu Cheng Chen', 'You Wu', 'Lang Liu']",search stochastic gravitational wave background sgwb predict pre big bang pbb cosmology datum observing run advanced ligo advanced virgo pbb cosmology propose alternative cosmic inflation universe evolve weak coupling low curvature state hot big bang high curvature bounce phase predict distinctive sgwb spectrum perform bayesian analysis cross correlation datum constrain model parameter characterize pbb spectrum find evidence pbb induce sgwb bayes factor pbb noise model strongly favor noise hypothesis analysis establish lower bind confidence level compatible theoretical requirement smooth bounce transition detect signal constraint remain consistent basic theoretical framework pbb cosmology demonstrate potential gravitational wave observation test early universe theory
Fast and Automatic Full Waveform Inversion by Dual Augmented Lagrangian,"Full Waveform Inversion (FWI) stands as a nonlinear, high-resolution
technology for subsurface imaging via surface-recorded data. This paper
introduces an augmented Lagrangian dual formulation for FWI, rooted in the
viewpoint that Lagrange multipliers serve as fundamental unknowns for the
accurate linearization of the FWI problem. Once these multipliers are
estimated, the determination of model parameters becomes simple. Therefore,
unlike traditional primal algorithms, the proposed dual method circumvents
direct engagement with model parameters or wavefields, instead tackling the
estimation of Lagrange multipliers through a gradient ascent iteration. This
approach yields two significant advantages: i) the background model remains
fixed, requiring only one LU matrix factorization for each frequency inversion.
ii) Convergence of the algorithm can be improved by leveraging techniques like
quasi-Newton l-BFGS methods and Anderson acceleration. Numerical examples from
elastic and acoustic FWI utilizing different benchmark models are provided,
showing that the dual algorithm converges quickly and requires fewer
computations than the standard primal algorithm.",2024-12-12 17:09:34+00:00,"['Kamal Aghazade', 'Ali Gholami']",waveform inversion fwi stand nonlinear high resolution technology subsurface imaging surface record datum paper introduce augmented lagrangian dual formulation fwi root viewpoint lagrange multiplier serve fundamental unknown accurate linearization fwi problem multiplier estimate determination model parameter simple unlike traditional primal algorithm propose dual method circumvent direct engagement model parameter wavefield instead tackle estimation lagrange multiplier gradient ascent iteration approach yield significant advantage background model remains fix require lu matrix factorization frequency inversion ii convergence algorithm improve leverage technique like quasi newton l bfgs method anderson acceleration numerical example elastic acoustic fwi utilize different benchmark model provide show dual algorithm converge quickly require few computation standard primal algorithm
First-principles theory of nonlinear long-range electron-phonon interaction,"Electron-phonon interactions in solids are crucial for understanding many
interesting phenomena, such as conventional superconductivity,
temperature-dependent band-gap renormalization, and polarons. For harmonic
materials, the linear interaction of one electron with one phonon is sufficient
to quantitatively describe these properties. However, in anharmonic materials
such as quantum paraelectrics, halide perovskites, and high-pressure hydrides,
the nonlinear electron-phonon interactions may play an important role.
Currently, the only available Hamiltonians for nonlinear electron-phonon
interaction are model Hamiltonians, written in terms of phenomenological
parameters. Here, we present a microscopic theory for long-range nonlinear
electron-phonon interactions, which can be combined with first-principles
calculations. We provide a semi-analytical expression for the long-range part
of the 1-electron-2-phonon matrix element. We show that in contrast to the
long-range 1-electron-1-phonon interaction, the continuum approximation is not
sufficient and the entire phonon dispersion must be taken into account.
Additionally, we show that the quasiparticle energies can be written in terms
of a 1-electron-2-phonon spectral function. To demonstrate the method, we
calculate the 1-electron-2-phonon spectral function for LiF and KTaO$_3$ from
first principles. Our framework is a step forward toward complete
first-principles calculations of nonlinear electron-phonon interactions in
solids.",2024-12-12 17:08:18+00:00,"['Matthew Houtput', 'Luigi Ranalli', 'Carla Verdi', 'Serghei Klimin', 'Stefano Ragni', 'Jacques Tempere', 'Cesare Franchini']",electron phonon interaction solid crucial understand interesting phenomenon conventional superconductivity temperature dependent band gap renormalization polaron harmonic material linear interaction electron phonon sufficient quantitatively describe property anharmonic material quantum paraelectric halide perovskite high pressure hydride nonlinear electron phonon interaction play important role currently available hamiltonians nonlinear electron phonon interaction model hamiltonians write term phenomenological parameter present microscopic theory long range nonlinear electron phonon interaction combine principle calculation provide semi analytical expression long range phonon matrix element contrast long range phonon interaction continuum approximation sufficient entire phonon dispersion take account additionally quasiparticle energy write term phonon spectral function demonstrate method calculate phonon spectral function lif principle framework step forward complete principle calculation nonlinear electron phonon interaction solid
"On the evolutionary nature of massive B-type supergiants: a modern empirical reappraisal using data from IACOB, Gaia and TESS","Massive stars are key contributors to the chemodynamical evolution of
galaxies and the Universe. Despite their significance, discrepancies between
observational data and theoretical models of massive stars challenge our
understanding of these objects. A major uncertainty is the overdensity of
B-type supergiants (BSGs) in the Hertzsprung-Russell diagram, where models
predict the end of the main sequence phase (or TAMS). Is uncertain whether the
TAMS needs to be redefined or if the overdensity results from overlapping
populations following different evolutionary paths. Conceived as direct
descendants of O-type stars, BSGs may include stars not only evolving in the
main sequence but also returning from a post-red supergiant phase. A
representative fraction of massive stars are predicted to be products of binary
interaction, creating additional evolutionary channels. In addition, some
fundamental properties of BSGs such as the spin- and mass-loss rates are not as
well constrained as in O-type stars, having a significant impact on massive
star evolution. To overcome this situation, statistically significant
spectroscopic samples offer a unique opportunity to study the physical and
chemical properties of BSGs. Moreover, the advent of space astrometry and
photometry missions such as Gaia and TESS has brought a new era for studying
additional properties in detail. This thesis comprises the study of 1000
Galactic blue supergiants (O- and B-type) combining multi-epoch high-resolution
spectroscopic data from the IACOB project and the ESO archive with Gaia
distances and TESS photometry, becoming the largest holistic empirical study of
the physical, chemical, and pulsational properties of these objects performed
to date. All these properties gathered into a unique volume-limited sample
allowed to provide an empirical reassessment of the main properties of BSGs and
investigate their intricate nature.",2024-12-12 17:06:50+00:00,['Abel de Burgos'],massive star key contributor chemodynamical evolution galaxy universe despite significance discrepancy observational datum theoretical model massive star challenge understanding object major uncertainty overdensity b type supergiant bsg hertzsprung russell diagram model predict end main sequence phase tams uncertain tams need redefine overdensity result overlap population follow different evolutionary path conceive direct descendant o type star bsg include star evolve main sequence return post red supergiant phase representative fraction massive star predict product binary interaction create additional evolutionary channel addition fundamental property bsg mass loss rate constrain o type star have significant impact massive star evolution overcome situation statistically significant spectroscopic sample offer unique opportunity study physical chemical property bsg advent space astrometry photometry mission gaia tess bring new era study additional property detail thesis comprise study galactic blue supergiant b type combine multi epoch high resolution spectroscopic datum iacob project eso archive gaia distance tess photometry large holistic empirical study physical chemical pulsational property object perform date property gather unique volume limit sample allow provide empirical reassessment main property bsg investigate intricate nature
Finite-PINN: A Physics-Informed Neural Network Architecture for Solving Solid Mechanics Problems with General Geometries,"PINN models have demonstrated impressive capabilities in addressing fluid PDE
problems, and their potential in solid mechanics is beginning to emerge. This
study identifies two key challenges when using PINN to solve general solid
mechanics problems. These challenges become evident when comparing the
limitations of PINN with the well-established numerical methods commonly used
in solid mechanics, such as the finite element method (FEM). Specifically: a)
PINN models generate solutions over an infinite domain, which conflicts with
the finite boundaries typical of most solid structures; and b) the solution
space utilised by PINN is Euclidean, which is inadequate for addressing the
complex geometries often present in solid structures.
  This work proposes a PINN architecture used for general solid mechanics
problems, termed the Finite-PINN model. The proposed model aims to effectively
address these two challenges while preserving as much of the original
implementation of PINN as possible. The unique architecture of the Finite-PINN
model addresses these challenges by separating the approximation of stress and
displacement fields, and by transforming the solution space from the
traditional Euclidean space to a Euclidean-topological joint space. Several
case studies presented in this paper demonstrate that the Finite-PINN model
provides satisfactory results for a variety of problem types, including both
forward and inverse problems, in both 2D and 3D contexts. The developed
Finite-PINN model offers a promising tool for addressing general solid
mechanics problems, particularly those not yet well-explored in current
research.",2024-12-12 17:06:21+00:00,"['Haolin Li', 'Yuyang Miao', 'Zahra Sharif Khodaei', 'M. H. Aliabadi']",pinn model demonstrate impressive capability address fluid pde problem potential solid mechanic begin emerge study identify key challenge pinn solve general solid mechanic problem challenge evident compare limitation pinn establish numerical method commonly solid mechanic finite element method fem specifically pinn model generate solution infinite domain conflict finite boundary typical solid structure b solution space utilise pinn euclidean inadequate address complex geometry present solid structure work propose pinn architecture general solid mechanic problem term finite pinn model propose model aim effectively address challenge preserve original implementation pinn possible unique architecture finite pinn model address challenge separate approximation stress displacement field transform solution space traditional euclidean space euclidean topological joint space case study present paper demonstrate finite pinn model provide satisfactory result variety problem type include forward inverse problem contexts developed finite pinn model offer promising tool address general solid mechanic problem particularly explore current research
DumpyOS: A Data-Adaptive Multi-ary Index for Scalable Data Series Similarity Search,"Data series indexes are necessary for managing and analyzing the increasing
amounts of data series collections that are nowadays available. These indexes
support both exact and approximate similarity search, with approximate search
providing high-quality results within milliseconds, which makes it very
attractive for certain modern applications. Reducing the pre-processing (i.e.,
index building) time and improving the accuracy of search results are two major
challenges. DSTree and the iSAX index family are state-of-the-art solutions for
this problem. However, DSTree suffers from long index building times, while
iSAX suffers from low search accuracy. In this paper, we identify two problems
of the iSAX index family that adversely affect the overall performance. First,
we observe the presence of a proximity-compactness trade-off related to the
index structure design (i.e., the node fanout degree), significantly limiting
the efficiency and accuracy of the resulting index. Second, a skewed data
distribution will negatively affect the performance of iSAX. To overcome these
problems, we propose Dumpy, an index that employs a novel multi-ary data
structure with an adaptive node splitting algorithm and an efficient building
workflow. Furthermore, we devise Dumpy-Fuzzy as a variant of Dumpy which
further improves search accuracy by proper duplication of series. To fully
leverage the potential of modern hardware including multicore CPUs and Solid
State Drives (SSDs), we parallelize Dumpy to DumpyOS with sophisticated
indexing and pruning-based querying algorithms. An optimized approximate search
algorithm, DumpyOS-F which prominently improves the search accuracy without
violating the index, is also proposed.",2024-12-12 17:04:35+00:00,"['Zeyu Wang', 'Qitong Wang', 'Peng Wang', 'Themis Palpanas', 'Wei Wang']",data series index necessary manage analyze increase amount datum series collection nowadays available index support exact approximate similarity search approximate search provide high quality result millisecond make attractive certain modern application reduce pre processing index building time improve accuracy search result major challenge dstree isax index family state art solution problem dstree suffer long index building time isax suffer low search accuracy paper identify problem isax index family adversely affect overall performance observe presence proximity compactness trade relate index structure design node fanout degree significantly limit efficiency accuracy result index second skewed datum distribution negatively affect performance isax overcome problem propose dumpy index employ novel multi ary datum structure adaptive node splitting algorithm efficient building workflow furthermore devise dumpy fuzzy variant dumpy improve search accuracy proper duplication series fully leverage potential modern hardware include multicore cpu solid state drive ssds parallelize dumpy dumpyos sophisticated indexing pruning base query algorithm optimize approximate search algorithm dumpyos f prominently improve search accuracy violate index propose
Embeddings are all you need! Achieving High Performance Medical Image Classification through Training-Free Embedding Analysis,"Developing artificial intelligence (AI) and machine learning (ML) models for
medical imaging typically involves extensive training and testing on large
datasets, consuming significant computational time, energy, and resources.
There is a need for more efficient methods that can achieve comparable or
superior diagnostic performance without the associated resource burden. We
investigated the feasibility of replacing conventional training procedures with
an embedding-based approach that leverages concise and semantically meaningful
representations of medical images. Using pre-trained foundational
models-specifically, convolutional neural networks (CNN) like ResNet and
multimodal models like Contrastive Language-Image Pre-training (CLIP)-we
generated image embeddings for multi-class classification tasks. Simple linear
classifiers were then applied to these embeddings. The approach was evaluated
across diverse medical imaging modalities, including retinal images,
mammography, dermatoscopic images, and chest radiographs. Performance was
compared to benchmark models trained and tested using traditional methods. The
embedding-based models surpassed the benchmark area under the receiver
operating characteristic curve (AUC-ROC) scores by up to 87 percentage in
multi-class classification tasks across the various medical imaging modalities.
Notably, CLIP embedding models achieved the highest AUC-ROC scores,
demonstrating superior classification performance while significantly reducing
computational demands. Our study indicates that leveraging embeddings from
pre-trained foundational models can effectively replace conventional,
resource-intensive training and testing procedures in medical image analysis.
This embedding-based approach offers a more efficient alternative for image
segmentation, classification, and prediction, potentially accelerating AI
technology integration into clinical practice.",2024-12-12 16:59:37+00:00,"['Raj Hansini Khoiwal', 'Alan B. McMillan']",develop artificial intelligence ai machine learning ml model medical imaging typically involve extensive training testing large dataset consume significant computational time energy resource need efficient method achieve comparable superior diagnostic performance associate resource burden investigate feasibility replace conventional training procedure embed base approach leverage concise semantically meaningful representation medical image pre train foundational model specifically convolutional neural network cnn like resnet multimodal model like contrastive language image pre training generate image embedding multi class classification task simple linear classifier apply embedding approach evaluate diverse medical imaging modality include retinal image mammography dermatoscopic image chest radiograph performance compare benchmark model train test traditional method embed base model surpass benchmark area receiver operate characteristic curve auc roc score percentage multi class classification task medical imaging modality notably clip embed model achieve high auc roc score demonstrate superior classification performance significantly reduce computational demand study indicate leverage embedding pre train foundational model effectively replace conventional resource intensive training testing procedure medical image analysis embed base approach offer efficient alternative image segmentation classification prediction potentially accelerate ai technology integration clinical practice
Search Strategy Generation for Branch and Bound Using Genetic Programming,"Branch-and-Bound (B\&B) is an exact method in integer programming that
recursively divides the search space into a tree. During the resolution
process, determining the next subproblem to explore within the tree-known as
the search strategy-is crucial. Hand-crafted heuristics are commonly used, but
none are effective over all problem classes. Recent approaches utilizing neural
networks claim to make more intelligent decisions but are computationally
expensive. In this paper, we introduce GP2S (Genetic Programming for Search
Strategy), a novel machine learning approach that automatically generates a
B\&B search strategy heuristic, aiming to make intelligent decisions while
being computationally lightweight. We define a policy as a function that
evaluates the quality of a B\&B node by combining features from the node and
the problem; the search strategy policy is then defined by a best-first search
based on this node ranking. The policy space is explored using a genetic
programming algorithm, and the policy that achieves the best performance on a
training set is selected. We compare our approach with the standard method of
the SCIP solver, a recent graph neural network-based method, and handcrafted
heuristics. Our first evaluation includes three types of primal hard problems,
tested on instances similar to the training set and on larger instances. Our
method is at most 2\% slower than the best baseline and consistently
outperforms SCIP, achieving an average speedup of 11.3\%. Additionally, GP2S is
tested on the MIPLIB 2017 dataset, generating multiple heuristics from
different subsets of instances. It exceeds SCIP's average performance in 7 out
of 10 cases across 15 times more instances and under a time limit 15 times
longer, with some GP2S methods leading on most experiments in terms of the
number of feasible solutions or optimality gap.",2024-12-12 16:57:46+00:00,"['Gwen Maudet', 'Grégoire Danoy']",branch bound exact method integer programming recursively divide search space tree resolution process determine subproblem explore tree know search strategy crucial hand craft heuristic commonly effective problem class recent approach utilize neural network claim intelligent decision computationally expensive paper introduce genetic programming search strategy novel machine learn approach automatically generate search strategy heuristic aim intelligent decision computationally lightweight define policy function evaluate quality node combine feature node problem search strategy policy define well search base node ranking policy space explore genetic programming algorithm policy achieve good performance training set select compare approach standard method scip solver recent graph neural network base method handcraft heuristic evaluation include type primal hard problem test instance similar training set large instance method slow good baseline consistently outperform scip achieve average speedup additionally test miplib dataset generate multiple heuristic different subset instance exceed scip average performance case time instance time limit time long method lead experiment term number feasible solution optimality gap
MOS: Model Surgery for Pre-Trained Model-Based Class-Incremental Learning,"Class-Incremental Learning (CIL) requires models to continually acquire
knowledge of new classes without forgetting old ones. Despite Pre-trained
Models (PTMs) have shown excellent performance in CIL, catastrophic forgetting
still occurs as the model learns new concepts. Existing work seeks to utilize
lightweight components to adjust the PTM, while the forgetting phenomenon still
comes from {\em parameter and retrieval} levels. Specifically, iterative
updates of the model result in parameter drift, while mistakenly retrieving
irrelevant modules leads to the mismatch during inference. To this end, we
propose MOdel Surgery (MOS) to rescue the model from forgetting previous
knowledge. By training task-specific adapters, we continually adjust the PTM to
downstream tasks. To mitigate parameter-level forgetting, we present an adapter
merging approach to learn task-specific adapters, which aims to bridge the gap
between different components while reserve task-specific information. Besides,
to address retrieval-level forgetting, we introduce a training-free
self-refined adapter retrieval mechanism during inference, which leverages the
model's inherent ability for better adapter retrieval. By jointly rectifying
the model with those steps, MOS can robustly resist catastrophic forgetting in
the learning process. Extensive experiments on seven benchmark datasets
validate MOS's state-of-the-art performance. Code is available at:
https://github.com/sun-hailong/AAAI25-MOS",2024-12-12 16:57:20+00:00,"['Hai-Long Sun', 'Da-Wei Zhou', 'Hanbin Zhao', 'Le Gan', 'De-Chuan Zhan', 'Han-Jia Ye']",class incremental learning cil require model continually acquire knowledge new class forget old one despite pre train models ptms show excellent performance cil catastrophic forgetting occur model learn new concept exist work seek utilize lightweight component adjust ptm forgetting phenomenon come parameter retrieval level specifically iterative update model result parameter drift mistakenly retrieve irrelevant module lead mismatch inference end propose model surgery mos rescue model forget previous knowledge train task specific adapter continually adjust ptm downstream task mitigate parameter level forgetting present adapter merging approach learn task specific adapter aim bridge gap different component reserve task specific information address retrieval level forgetting introduce training free self refine adapter retrieval mechanism inference leverage model inherent ability well adapter retrieval jointly rectify model step mos robustly resist catastrophic forgetting learning process extensive experiment seven benchmark dataset validate mos state art performance code available
ATPrompt: Textual Prompt Learning with Embedded Attributes,"Textual-based prompt learning methods primarily employ multiple learnable
soft prompts and hard class tokens in a cascading manner as text prompt inputs,
aiming to align image and text (category) spaces for downstream tasks. However,
current training is restricted to aligning images with predefined known
categories and cannot be associated with unknown categories. In this work, we
propose utilizing universal attributes as a bridge to enhance the alignment
between images and unknown categories. Specifically, we introduce an
Attribute-embedded Textual Prompt learning method for vision-language models,
named ATPrompt. This approach expands the learning space of soft prompts from
the original one-dimensional category level into the multi-dimensional
attribute level by incorporating multiple universal attribute tokens into the
learnable soft prompts. Through this modification, we transform the text prompt
from a category-centric form to an attribute-category hybrid form. To finalize
the attributes for downstream tasks, we propose a differentiable attribute
search method that learns to identify representative and suitable attributes
from a candidate pool summarized by a large language model. As an easy-to-use
plug-in technique, ATPrompt can seamlessly replace the existing prompt format
of textual-based methods, offering general improvements at a negligible
computational cost. Extensive experiments on 11 datasets demonstrate the
effectiveness of our method.",2024-12-12 16:57:20+00:00,"['Zheng Li', 'Yibing Song', 'Penghai Zhao', 'Ming-Ming Cheng', 'Xiang Li', 'Jian Yang']",textual base prompt learn method primarily employ multiple learnable soft prompt hard class token cascade manner text prompt input aim align image text category space downstream task current training restrict align image predefine know category associate unknown category work propose utilize universal attribute bridge enhance alignment image unknown category specifically introduce attribute embed textual prompt learning method vision language model name atprompt approach expand learn space soft prompt original dimensional category level multi dimensional attribute level incorporate multiple universal attribute token learnable soft prompt modification transform text prompt category centric form attribute category hybrid form finalize attribute downstream task propose differentiable attribute search method learn identify representative suitable attribute candidate pool summarize large language model easy use plug technique atprompt seamlessly replace exist prompt format textual base method offer general improvement negligible computational cost extensive experiment dataset demonstrate effectiveness method
Learning to Adapt: Bio-Inspired Gait Strategies for Versatile Quadruped Locomotion,"Deep reinforcement learning (DRL) has revolutionised quadruped robot
locomotion, but existing control frameworks struggle to generalise beyond their
training-induced observational scope, resulting in limited adaptability. In
contrast, animals achieve exceptional adaptability through gait transition
strategies, diverse gait utilisation, and seamless adjustment to immediate
environmental demands. Inspired by these capabilities, we present a novel DRL
framework that incorporates key attributes of animal locomotion: gait
transition strategies, pseudo gait procedural memory, and adaptive motion
adjustments. This approach enables our framework to achieve unparalleled
adaptability, demonstrated through blind zero-shot deployment on complex
terrains and recovery from critically unstable states. Our findings offer
valuable insights into the biomechanics of animal locomotion, paving the way
for robust, adaptable robotic systems.",2024-12-12 16:56:01+00:00,"['Joseph Humphreys', 'Chengxu Zhou']",deep reinforcement learning drl revolutionise quadrupe robot locomotion exist control framework struggle generalise training induce observational scope result limited adaptability contrast animal achieve exceptional adaptability gait transition strategy diverse gait utilisation seamless adjustment immediate environmental demand inspire capability present novel drl framework incorporate key attribute animal locomotion gait transition strategy pseudo gait procedural memory adaptive motion adjustment approach enable framework achieve unparalleled adaptability demonstrate blind zero shot deployment complex terrain recovery critically unstable state finding offer valuable insight biomechanic animal locomotion pave way robust adaptable robotic system
Towards Robust and Fair Vision Learning in Open-World Environments,"The dissertation presents four key contributions toward fairness and
robustness in vision learning. First, to address the problem of large-scale
data requirements, the dissertation presents a novel Fairness Domain Adaptation
approach derived from two major novel research findings of Bijective Maximum
Likelihood and Fairness Adaptation Learning. Second, to enable the capability
of open-world modeling of vision learning, this dissertation presents a novel
Open-world Fairness Continual Learning Framework. The success of this research
direction is the result of two research lines, i.e., Fairness Continual
Learning and Open-world Continual Learning. Third, since visual data are often
captured from multiple camera views, robust vision learning methods should be
capable of modeling invariant features across views. To achieve this desired
goal, the research in this thesis will present a novel Geometry-based
Cross-view Adaptation framework to learn robust feature representations across
views. Finally, with the recent increase in large-scale videos and multimodal
data, understanding the feature representations and improving the robustness of
large-scale visual foundation models is critical. Therefore, this thesis will
present novel Transformer-based approaches to improve the robust feature
representations against multimodal and temporal data. Then, a novel Domain
Generalization Approach will be presented to improve the robustness of visual
foundation models. The research's theoretical analysis and experimental results
have shown the effectiveness of the proposed approaches, demonstrating their
superior performance compared to prior studies. The contributions in this
dissertation have advanced the fairness and robustness of machine vision
learning.",2024-12-12 16:50:52+00:00,['Thanh-Dat Truong'],dissertation present key contribution fairness robustness vision learning address problem large scale data requirement dissertation present novel fairness domain adaptation approach derive major novel research finding bijective maximum likelihood fairness adaptation learning second enable capability open world modeling vision learning dissertation present novel open world fairness continual learning framework success research direction result research line fairness continual learning open world continual learning visual datum capture multiple camera view robust vision learn method capable model invariant feature view achieve desire goal research thesis present novel geometry base cross view adaptation framework learn robust feature representation view finally recent increase large scale video multimodal datum understand feature representation improve robustness large scale visual foundation model critical thesis present novel transformer base approach improve robust feature representation multimodal temporal datum novel domain generalization approach present improve robustness visual foundation model research theoretical analysis experimental result show effectiveness propose approach demonstrate superior performance compare prior study contribution dissertation advance fairness robustness machine vision learning
